canonical_team_id,canonical_team_name,provider_team_id,canonical_venue_id,canonical_venue_name,provider_venue_id,club_venue_id,relationship_type,relationship_status,competition,country,editorial_subject,display_name,supporting_line,maps_destination,classification,audience,pre_match_status,business_status,pre_match_confidence,display_order,btm_evidence_url,btm_evidence_classification,ticket_url,ticket_description,ticket_evidence_url,ticket_section,ticket_topic,ticket_source_type,ticket_status,ticket_confidence,entry_description,entry_evidence_url,entry_section,entry_topic,entry_source_type,publication_status,intentional_null,exception_review_note
91,Monaco,91,23286,Stade Louis-II,20470,,,,Ligue 1,France,AS Monaco,,,,,,,,,,,,https://billetterie.asmonaco.com/fr/,Buy tickets through AS Monaco's official ticket route.,https://billetterie.asmonaco.com/fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
84,Nice,84,23284,Allianz Riviera,663,,,,Ligue 1,France,OGC Nice,Allianz Riviera forecourt / Cours 1904,Official recurring pre-match supporter environment at the stadium.,"Allianz Riviera forecourt / Cours 1904, Allianz Riviera, Nice, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.ogcnice.com/fr/,Buy tickets through OGC Nice's official ticket route.,https://billetterie.ogcnice.com/fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
114,Paris FC,114,23298,Stade Jean Bouin,18861,,,,Ligue 1,France,Paris FC,Stade Jean-Bouin parvis,Recurring pre-match gathering area on the stadium parvis.,"Stade Jean-Bouin, 26 Avenue du Général Sarrail, Paris, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.parisfc.fr/,Buy tickets through Paris FC's official ticket route.,https://billetterie.parisfc.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
85,Paris Saint Germain,85,23285,Parc des Princes,671,,,,Ligue 1,France,Paris Saint-Germain,Parc / Stade Jean-Bouin Fan Zone environment,Official pre-match fan-zone environment beside Parc des Princes when operating; access conditions may vary.,"Stade Jean-Bouin, 26 Avenue du Général Sarrail, Paris, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.psg.fr/,Buy tickets through Paris Saint-Germain's official ticket route.,https://billetterie.psg.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
94,Rennes,94,23287,Roazhon Park,680,,,,Ligue 1,France,Stade Rennais FC,Roazhon Park Fan Zone,Recurring official pre-match fan zone beside the stadium.,"Roazhon Park Fan Zone, Roazhon Park, Rennes, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.staderennais.com/,Buy tickets through Stade Rennais FC's official ticket route.,https://billetterie.staderennais.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication. Current fixtures contain 2 venue variants; the dominant current home has 17 fixtures.
95,Strasbourg,95,23288,Stade de la Meinau,681,,,,Ligue 1,France,RC Strasbourg Alsace,Meinau Fan Zone,Recurring official pre-match environment at the stadium.,"Meinau Fan Zone, Stade de la Meinau, Strasbourg, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.rcstrasbourgalsace.fr/,Buy tickets through RC Strasbourg Alsace's official ticket route.,https://billetterie.rcstrasbourgalsace.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
96,Toulouse,96,23289,Stadium de Toulouse,682,,,,Ligue 1,France,Toulouse FC,Stadium supporter / guinguette environment,Recurring official supporter area on the stadium parvis.,"Stadium de Toulouse, 1 Allée Gabriel Biénès, Toulouse, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.toulousefc.com/,Buy tickets through Toulouse FC's official ticket route.,https://billetterie.toulousefc.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
110,Estac Troyes,110,23293,Stade de l'Aube,684,,,,Ligue 1,France,ESTAC Troyes,Stade de l'Aube Fan Zone,Recurring official pre-match fan zone beside the stadium.,"Stade de l'Aube, 42 Avenue Robert Schumann, Troyes, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://ticket.estac.fr/fr,Buy tickets through ESTAC Troyes's official ticket route.,https://ticket.estac.fr/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
3012,Annecy,3012,23040,Parc des Sports,1979,,,,Ligue 2,France,FC Annecy,Parc des Sports parvis,Recurring pre-match supporter environment on the stadium parvis.,"Parc des Sports parvis, Parc des Sports, Annecy, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.fc-annecy.fr/fr,Buy tickets through FC Annecy's official ticket route.,https://billetterie.fc-annecy.fr/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
1299,Boulogne,1299,23037,Stade de la Libération,639,,,,Ligue 2,France,US Boulogne Côte d'Opale,,,,,,,,,,,,https://usbco.billetterie-club.fr/,Buy tickets through US Boulogne Côte d'Opale's official ticket route.,https://usbco.billetterie-club.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
99,Clermont Foot,99,23028,Stade Gabriel-Montpied,21429,,,,Ligue 2,France,Clermont Foot,Gabriel-Montpied Fan Zone,Recurring official pre-match fan zone beside the stadium.,"Gabriel-Montpied Fan Zone, Stade Gabriel-Montpied, Clermont-Ferrand, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.clermontfoot.com/fr/,Buy tickets through Clermont Foot's official ticket route.,https://billetterie.clermontfoot.com/fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
89,Dijon,89,23025,Stade Gaston-Gérard,645,,,,Ligue 2,France,Dijon FCO,,,,,,,,,,,,https://www.dfco.fr/billetterie/,Buy tickets through Dijon FCO's official ticket route.,https://www.dfco.fr/billetterie/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
1304,Dunkerque,1304,23039,Stade Marcel-Tribut,646,,,,Ligue 2,France,USL Dunkerque,Stade Marcel Tribut Fan Zone,Recurring official fan zone before home matches.,"Stade Marcel Tribut Fan Zone, Stade Marcel-Tribut, Dunkerque, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://www.usldunkerque.com/accueil/le-club/billetterie/,Buy tickets through USL Dunkerque's official ticket route.,https://www.usldunkerque.com/accueil/le-club/billetterie/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
101,Grenoble,101,23029,Stade des Alpes,649,,,,Ligue 2,France,Grenoble Foot 38,,,,,,,,,,,,https://billetterie.gf38.fr/,Buy tickets through Grenoble Foot 38's official ticket route.,https://billetterie.gf38.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
90,Guingamp,90,23026,Stade du Roudourou,650,,,,Ligue 2,France,En Avant Guingamp,Roudourou Fan Zone / stadium forecourt,Recurring pre-match supporter environment around the stadium.,"Roudourou Fan Zone / stadium forecourt, Stade du Roudourou, Guingamp, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.eaguingamp.com/,Buy tickets through En Avant Guingamp's official ticket route.,https://billetterie.eaguingamp.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
433,Laval,433,23034,Stade Francis Le Basser,651,,,,Ligue 2,France,Stade Lavallois,,,,,,,,,,,,https://stade-lavallois-billetterie.com/,Buy tickets through Stade Lavallois's official ticket route.,https://stade-lavallois-billetterie.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
112,Metz,112,23032,Stade Saint-Symphorien,658,,,,Ligue 2,France,FC Metz,Saint-Symphorien Fan Zone,Recurring official fan zone behind Tribune Ouest.,"Saint-Symphorien Fan Zone, Stade Saint-Symphorien, Longeville-lès-Metz, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://www.billetterie-fcmetz.com/fr,Buy tickets through FC Metz's official ticket route.,https://www.billetterie-fcmetz.com/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
82,Montpellier,82,23023,Stade de la Mosson-Mondial 98,20107,,,,Ligue 2,France,Montpellier HSC,Mosson parvis,Recurring official pre-match supporter environment on the stadium parvis.,"Mosson parvis, Stade de la Mosson-Mondial 98, Montpellier, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.mhscfoot.com/,Buy tickets through Montpellier HSC's official ticket route.,https://billetterie.mhscfoot.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
102,Nancy,102,23030,Stade Marcel-Picot,661,,,,Ligue 2,France,AS Nancy Lorraine,,,,,,,,,,,,https://asnlbillets.net/,Buy tickets through AS Nancy Lorraine's official ticket route.,https://asnlbillets.net/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
83,Nantes,83,23024,Stade de la Beaujoire - Louis Fonteneau,662,,,,Ligue 2,France,FC Nantes,La Beaujoire Fan Zone,Recurring official pre-match fan zone beside the stadium.,"La Beaujoire Fan Zone, Stade de la Beaujoire - Louis Fonteneau, Nantes, France",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://billetterie.fcnantes.com/,Buy tickets through FC Nantes's official ticket route.,https://billetterie.fcnantes.com/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
1297,PAU,1297,23036,Stade Nouste Camp,11898,,,,Ligue 2,France,Pau FC,,,,,,,,,,,,https://www.paufc.fr/billetterie/,Buy tickets through Pau FC's official ticket route.,https://www.paufc.fr/billetterie/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
104,RED Star FC 93,104,23031,Stade de Paris (Stade Bauer),673,,,,Ligue 2,France,Red Star FC,Stade Bauer environment,The urban Bauer matchday environment around the ground.,"Stade Bauer, 92 Rue du Docteur Bauer, 93400 Saint-Ouen-sur-Seine, France",SUPPORTER_AREA,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,EDITORIAL_RESEARCH,https://billetterie.redstar.fr/,Buy tickets through Red Star FC's official ticket route.,https://billetterie.redstar.fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,False,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
93,Reims,93,23027,Stade Auguste-Delaune,22707,,,,Ligue 2,France,Stade de Reims,,,,,,,,,,,,https://billetterie.stade-de-reims.com/fr,Buy tickets through Stade de Reims's official ticket route.,https://billetterie.stade-de-reims.com/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
1301,Rodez,1301,23038,Stade Paul Lignon,675,,,,Ligue 2,France,Rodez AF,,,,,,,,,,,,https://billetterie.rodezaveyronfootball.com/fr,Buy tickets through Rodez AF's official ticket route.,https://billetterie.rodezaveyronfootball.com/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
1063,Saint Etienne,1063,23035,Stade Geoffroy-Guichard,676,,,,Ligue 2,France,AS Saint-Étienne,,,,,,,,,,,,https://billetterie.asse.fr/fr/,Buy tickets through AS Saint-Étienne's official ticket route.,https://billetterie.asse.fr/fr/,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
115,Sochaux,115,23033,Stade Auguste-Bonal,678,,,,Ligue 2,France,FC Sochaux-Montbéliard,,,,,,,,,,,,https://billetterie.fcsochaux.fr/fr,Buy tickets through FC Sochaux-Montbéliard's official ticket route.,https://billetterie.fcsochaux.fr/fr,tickets_entry,Tickets,official,current,high,,,,,,TECHNICAL_PRECONDITION / MISSING_CURRENT_HOME,True,Prepare deterministic CURRENT/HOME club_venues relationship before publication.
