venue_id,name,address,city,country,capacity,latitude,longitude
514,Gigg Lane,Gigg Lane,"Bury, Lancashire",England,11840,53.5805538,-2.2949212
19924,SMH Group Stadium,"1866 Sheffield Road, Whittington Moor","Chesterfield, Derbyshire",England,10338,53.2535581,-1.4258193
11896,The Coventry Building Society Arena,"Phoenix Way, Rowleys Green","Coventry, West Midlands",England,32609,,
537,Priestfield Stadium,Redfern Avenue,"Gillingham, Kent",England,11582,51.3842253,0.5609658
560,Stadium mk,Stadium Way West,"Milton Keynes, Buckinghamshire",England,30500,52.009625,-0.7335404
568,Boundary Park,"Furtherwood Road, Royton","Oldham, Greater Manchester",England,10638,53.5552236,-2.1283398
570,Weston Homes Stadium,London Road,Peterborough,England,15142,52.5644502,-0.2400569
572,Vale Park,"Hamil Road, Burslem","Stoke-on-Trent, Staffordshire",England,19052,53.0499557,-2.1926977
19925,The Croud Meadow,Oteley Road,"Shrewsbury, Shropshire",England,9875,52.6909336,-2.7521556
592,The County Ground,County Road,"Swindon, Wiltshire",England,15728,51.5644464,-1.7709719
12676,Eco-Power Stadium,"Stadium Way, Lakeside","Doncaster, South Yorkshire",England,15231,53.5097785,-1.1137713
573,Fratton Park,Frogmore Road,Portsmouth,England,20821,50.7963238,-1.0638836
501,Bloomfield Road,Seasiders Way,"Blackpool, Lancashire",England,17625,53.8047875,-3.0482513
571,Home Park,Gilbert Lane,Plymouth,England,19500,50.3868582,-4.1500476
602,Adams Park,Hillbottom Road,"High Wycombe, Buckinghamshire",England,10000,51.6304108,-0.8002826
551,Kenilworth Road,1 Maple Road,"Luton, Bedfordshire",England,11500,51.8848937,-0.4284145
490,Wham Stadium,Livingston Road,"Accrington, Lancashire",England,5397,53.7654011,-2.370969
522,JobServe Community Stadium,United Way,"Colchester, Essex",England,10083,51.9234391,0.8976478
19200,Broadfield Stadium,Brighton Road,"Crawley, West Sussex",England,6134,51.1092075,-0.191108
11876,Mornflake Stadium,Gresty Road,"Crewe, Cheshire",England,10153,53.087402,-2.4357333
532,St James Park,Stadium Way,"Exeter, Devon",England,8830,50.730637,-3.5194755
538,Blundell Park,Blundell Park,"Cleethorpes, North East Lincolnshire",England,9546,53.5702297,-0.0465117
12677,The Suit Direct Stadium,Clarence Road,"Hartlepool, County Durham",England,7856,54.6897646,-1.2117039
587,The Lamex Stadium,Broadhall Way,"Stevenage, Hertfordshire",England,7100,51.8896479,-0.1937405
496,The Hive Stadium,"Camrose Avenue, Canons Park, Edgware",London,England,6418,51.6026364,-0.2917085
515,Abbey Stadium,Newmarket Road,"Cambridge, Cambridgeshire",England,10847,52.2120297,0.1541831
517,Brunton Park,Warwick Road,"Carlisle, Cumbria",England,18202,54.8955532,-2.9136003
18617,Completely-Suzuki Stadium,Whaddon Road,"Cheltenham, Gloucestershire",England,7066,51.9061648,-2.0602259
18618,Brisbane Road,"Brisbane Road, Leyton",London,England,9271,51.5600713,-0.0125999
557,One Call Stadium,Quarry Lane,"Mansfield, Nottinghamshire",England,9186,53.1380561,-1.2009171
11880,Mazuma Stadium,Morecambe Road,"Morecambe, Lancashire",England,6476,54.0607379,-2.8269067
567,Meadow Lane,Meadow Lane,"Nottingham, Nottinghamshire",England,19588,52.9186928,-1.2261595
603,Huish Park Stadium,"Lufton Way, Lufton","Yeovil, Somerset",England,9665,50.9502102,-2.6740629
19201,The Bolt New Lawn,Smiths Way,"Nailsworth, Gloucestershire",England,5140,51.6990021,-2.2378877
10610,LNER Stadium,Sincil Bank,"Lincoln, Lincolnshire",England,10780,53.2183,-0.5408655
12213,The Leasing.com Stadium,London Road,"Macclesfield, Cheshire",England,6355,53.2460967,-2.123566
594,Prenton Park,Prenton Road West,"Birkenhead, Merseyside",England,16567,53.3693513,-3.0253596
489,Wembley Stadium,"Stadium Way, Wembley, Brent",London,England,90000,51.5570553,-0.2855462
493,Electrical Services Stadium,High Street,"Aldershot, Hampshire",England,7100,51.2498875,-0.762159
19197,SO Legal Stadium,Holker Street,"Barrow-in-Furness, Cumbria",England,6500,54.1189701,-3.2285204
21313,Deva Stadium,Bumpers Lane,"Chester, Cheshire",England,5376,53.1892245,-2.923472
526,Chigwell Construction Stadium,Victoria Road,"Dagenham, Essex",England,6078,51.5475442,0.1598273
530,Silverlake Stadium,Stoneham Lane,"Eastleigh, Hampshire",England,5250,50.9524511,-1.3719149
536,Gateshead International Stadium,Neilson Road,"Gateshead, Tyne and Wear",England,11750,54.960946,-1.5798031
2691,Nethermoor Park,Otley Road,"Guiseley, West Yorkshire",England,3000,53.8740597,-1.7133838
554,Gallagher Stadium,James Whatman Way,"Maidstone, Kent",England,4200,51.2799663,0.5169647
19705,The BIG HELP Stadium,Haig Avenue,"Southport, Merseyside",England,6008,53.6381177,-2.978788
2692,Plainmoor Ground,"Marnham Road, Plainmoor","Torquay, Devon",England,6104,50.4767895,-3.5245031
11929,LNER Community Stadium,"Kathryn Avenue, Huntington","York, North Yorkshire",England,8500,53.984291,-1.052743
529,The Perrys Crabble Stadium,"Lewisham Road, River","Dover, Kent",England,6500,51.1390887,1.2842017
503,Meadow Park,Broughinge Road,"Borehamwood, Hertfordshire",England,4502,51.6620315,-0.2724395
11894,Cressing Road Stadium,Clockhouse Way,"Braintree, Essex",England,4222,51.8764146,0.5707697
20413,RELOC8 EM Community Stadium,"Hayes Lane, Bromley",London,England,5150,51.3938701,-0.0016847
2693,Eon Visual Media Stadium,Church Road,"North Ferriby, East Yorkshire",England,2700,53.7197175,-0.5028622
19204,ARMCO Arena,Damson Parkway,"Solihull, West Midlands",England,5500,52.4373945,-1.7569257
12272,VBS Community Stadium,Gander Green Lane,"Sutton, Surrey",England,7032,51.3749491,-0.212018
2689,The Laithwaite Community Stadium,Kingfield Road,"Woking, Surrey",England,6036,51.3068009,-0.5556453
553,York Road Stadium,York Road,"Maidenhead, Berkshire",England,4000,51.5197686,-0.7179159
491,Mill Farm Stadium,Coronation Way,Wesham,England,6000,53.7973998,-2.8897122
11897,Kuflink Stadium,Stonebridge Road,"Northfleet, Kent",England,5011,51.4494972,0.3223574
539,The Shay Stadium,Skircoat Road,"Halifax, West Yorkshire",England,10061,53.716094,-1.8591039
11878,EnviroVent Stadium,Wetherby Road,"Harrogate, North Yorkshire",England,3800,53.9859282,-1.497608
542,Westleigh Park,"Martin Road, West Leigh","Havant, Hampshire",England,5250,50.866507,-0.9731156
579,The Peninsula Stadium,Moor Lane,"Salford, Greater Manchester",England,5100,53.5136044,-2.2769071
22764,St. Andrew's @ Knighthead Park,St. Andrew&apos;s Road,Birmingham,England,30009,52.4755671,-1.868041
22757,St Helens Stadium,"McManus Drive, Peasley Cross","St Helens, Merseyside",England,17980,53.4475324,-2.7259061
7736,Eppleton Colliery Football Ground,Park View / Welfare Road,"Hetton-le-Hole, Tyne and Wear",England,2000,,
10607,Kingsmeadow,Jack Goodchild Way,"Kingston upon Thames, Surrey",England,5339,51.4051256,-0.2819645
22557,Joie Stadium,400 Ashton New Road,Manchester,England,7000,53.4828487,-2.1896508
8560,Goodison Park,Goodison Road,Liverpool,England,40569,53.4386898,-2.9664193
3526,The Impact Arena,North Street,"Alfreton, Derbyshire",England,3600,53.0942121,-1.3792828
3527,AGP Arena,Blunts Wall Road,"Billericay, Essex",England,3500,51.6211323,0.4024005
21314,Victory Park,Duke Street,"Chorley, Lancashire",England,4100,53.6460264,-2.6294423
3529,Beveree Stadium,Beaver Close,"Hampton, Middlesex",England,3350,51.4151462,-0.3632963
3530,Coles Park,"Tottenham, Borough of Haringey",London,England,2710,51.6054675,-0.0934807
3531,Top Field,Fishponds Road,"Hitchin, Hertfordshire",England,4000,51.9537275,-0.279657
3532,Imber Court,Ember Lane,"East Molesey, Surrey",England,3000,51.3930104,-0.354193
19771,RAW Charging Stadium,"Marsh Road, Marston","Oxford, Oxfordshire",England,6075,,
3534,Arbour Park,Stoke Road,"Slough, Buckinghamshire",England,2205,51.5222359,-0.5897965
3535,Edgeley Park,"Hardcastle Road, Edgeley","Stockport, Greater Manchester",England,10852,53.3996432,-2.1664844
21315,The Optima Stadium,Winterstoke Road,"Weston-super-Mare, Somerset",England,3000,51.3384607,-2.9572328
3537,New Bucks Head Ground,"Watling Street, Wellington","Telford, Shropshire",England,6300,52.6961813,-2.5043609
11942,Melbourne Stadium,Salerno Way,"Chelmsford, Essex",England,3500,51.7506327,0.4511843
3539,Princes Park,"Darenth Road, Grassbanks","Dartford, Kent",England,4100,51.4366224,0.2303001
21316,Kal Group Stadium,North Street,"Gainsborough, Lincolnshire",England,4304,53.4033299,-0.7744664
3541,Edgar Street Athletic Ground,Edgar Street,"Hereford, Herefordshire",England,8843,52.060846,-2.7176732
21964,First Call Community Stadium,"Scraley Road, Heybridge","Maldon, Essex",England,3000,51.7485111,0.7080938
21317,Project Solar UK Stadium,Grange Road,"Hyde, Cheshire",England,4100,53.4453747,-2.0654946
3544,Aggborough Stadium,Hoo Road,"Kidderminster, Worcestershire",England,6453,52.3804787,-2.2427359
3545,Fetcham Grove,Guildford Road,"Leatherhead, Surrey",England,3400,51.292032,-0.3368868
12605,Optimum Pay Stadium,Water Lode,"Nantwich, Cheshire",England,3500,53.0684124,-2.524507
3547,Sheerien Park,"Ollerton Road, Athersley North","Barnsley, South Yorkshire",England,2000,53.5860777,-1.4748013
21318,Truro Sports Hub,"Langarth Close, Threemilestone","Truro, Cornwall",England,3000,50.2670454,-5.1237019
3549,The J. Davidson Stadium,Moss Lane,"Altrincham, Cheshire",England,6085,53.3833838,-2.3352283
11943,St. James Park,Churchill Way,"Brackley, Northamptonshire",England,3500,52.0244301,-1.1441646
3551,The Meadow,Amy Lane,"Chesham, Buckinghamshire",England,5000,51.6998719,-0.6129301
3552,Tameside Stadium,Richmond Street,"Ashton-under-Lyne, Lancashire",England,4000,53.4942466,-2.1152425
21319,ReachTV Stadium,"Priory Lane, Langney","Eastbourne, East Sussex",England,5644,50.8042125,0.3203734
3554,Earlsmead Stadium,Carlyon Avenue,"South Harrow, Middlesex",England,3070,,
3555,Moatside Stadium,Weldon Way,"Merstham, Surrey",England,2000,51.2576183,-0.1445237
3556,The Brewery Field,Wood Vue,"Spennymoor, County Durham",England,6000,54.7045414,-1.5991581
3557,Clarence Park,York Road,"St. Albans, Hertfordshire",England,4500,51.7551138,-0.3231252
3558,The Zeeco Stadium,Ryhall Road,"Stamford, Lincolnshire",England,2000,52.6573756,-0.4672372
3559,War Memorial Athletic Ground,"High Street, Amblecote","Stourbridge, West Midlands",England,3550,52.4600508,-2.1493867
3560,Cygnet Health Care Stadium,Wordsworth Drive,"Taunton, Somerset",England,3001,51.0160802,-3.0874088
11676,Allpay Park,Widemarsh Common,"Hereford, Herefordshire",England,2000,52.0657968,-2.7206617
3561,The Enclosed Ground,East Brighton Park / Off Wilsons Avenue,"Brighton, East Sussex",England,2000,50.8214103,-0.0962838
10726,Leigh Sports Village Stadium,Sale Way,"Leigh, Greater Manchester",England,11000,53.4917917,-2.5319182
22758,BetWright Stadium,"Brisbane Road, Leyton",London,England,9271,51.5600713,-0.0125999
4940,Shielfield Park,"Etal Road, Tweedmouth","Berwick-upon-Tweed, Northumberland",England,4476,55.7539667,-2.0171326
5201,Colney Training Centre,Hethersett Lane,"Colney, Norfolk",England,1000,52.6221592,1.2153608
5202,Bodymoor Heath Training Ground,"Bond Street, Nr. Tamworth","Bodymoor Heath, Warwickshire",England,1000,52.5708246,-1.7178563
21181,American Express Elite Football Performance Centre,"New Monks Farm, Gravelly Crescent","Lancing, West Sussex",England,1000,50.8308067,-0.3090501
5205,Motspur Park,Motspur Park,"New Malden, Surrey",England,2000,51.3956813,-0.238836
22342,LCFC Training Ground,Park Hill Lane,"Sileby, Leicestershire",England,500,,
5206,Liverpool’s Academy Ground,"The Liverpool Way, Kirkby","Knowsley, Merseyside",England,1000,,
3543,Ewen Fields,Grange Road,"Hyde, Cheshire",England,4100,53.4503796,-2.0679986
21220,Avant Training Centre,Hethersett Lane,"Colney, Norfolk",England,1000,52.6221592,1.2153608
5208,Staplewood Training Ground,"Long Lane, Marchwood","Southampton, Hampshire",England,3000,,
21182,Lamex Stadium,Broadhall Way,"Stevenage, Hertfordshire",England,7100,51.8896479,-0.1937405
21183,The Rush Green Stadium,Rush Green Road,"Romford, Greater London",England,4500,51.5656939,0.1809213
10612,MEL Group Stadium,Brundon Lane,"Sudbury, Suffolk",England,2500,52.040684,0.7155327
5210,The Homelands,"Ashford Road, Kingsnorth","Ashford, Kent",England,3535,51.1244888,0.8627245
5211,Parkside Stadium,Park Lane,"Aveley, Essex",England,3000,51.5004075,0.2594433
5212,Mayesbrook Park,Lodge Avenue,"Dagenham, Essex",England,2500,51.5448734,0.1108283
5213,Mill Road,Mill Road,"Barnstaple, Devon",England,5000,51.0825649,-4.0644981
19793,The Ho Ho Stadium,Gardiners Close,"Basildon, Essex",England,4000,51.585781,0.4798462
5215,Bedfont Sports Recreation Ground,Hatton Road,"Bedfont, Greater London",England,3000,51.4643663,-0.4237915
5216,The Oval,Coventry Road,"Bedworth, Warwickshire",England,3000,52.4684755,-1.439064
5217,Broadwater,Broadwater,"Berkhamsted, Hertfordshire",England,2500,51.7623466,-0.5640269
5218,The Sports Ground,Kingsley Road,"Bideford, Devon",England,2000,51.0232276,-4.208848
5219,The Brentwood Centre Arena,Doddinghurst Road,"Brentwood, Essex",England,1500,51.6290487,0.2985314
20344,Home Call Carpets Community Stadium,Maple Drive,"Burgess Hill, West Sussex",England,2000,50.9654261,-0.1318369
21965,FWD-IP Community Stadium,West Way,"Sawston, Cambridgeshire",England,1459,,
5222,High Road,High Road,"Chipstead, Surrey",England,2000,51.299925,-0.1669593
5223,The Causeway,"Edge Hills Road, Hilldene","Cinderford, Gloucestershire",England,3500,51.8267964,-2.4935311
5224,Steel Park,Rockingham Road,"Corby, Northamptonshire",England,3893,52.5000897,-0.6901462
21320,Christchurch Homes Loop Meadow,Bowmont Water,"Didcot, Oxfordshire",England,3000,51.6146056,-1.2432756
5226,Butcher's Arms Ground,"Market Street, Tameside","Droylsden, Greater Manchester",England,3000,53.477606,-2.1462538
21966,The Vistavis Community Stadium,College Lane,"East Grinstead, West Sussex",England,3000,51.1241411,-0.003443
5228,The Stadium Cheshunt,Theobalds Lane,"Cheshunt, Hertfordshire",England,3000,51.6943962,-0.0424266
5229,AlderSmith Stadium,"Badgers Hill, Berkley Road","Frome, Somerset",England,5000,,
20129,The Asgard Engineering Stadium,Surrey Street,"Glossop, Derbyshire",England,2374,53.4459449,-1.9581453
5231,Burroughs Park,Burroughs Park,"Great Wakering, Essex",England,3500,51.555624,0.7978098
5232,Footes Lane Stadium,Footes Lane,"St. Peter Port (Guernsey, Channel Islands)",England,5000,49.4647628,-2.5629629
5233,The Pilot Field,Elphinstone Road,"Hastings, Sussex",England,4050,50.8745219,0.5870566
10613,Winch's Field,Stanley Gardens,"Herne Bay, Kent",England,4000,51.3646747,1.1299491
5235,Save On Tyres Stadium,,"Highworth, Wiltshire",England,1000,51.6305435,-1.7112996
10614,Glassworld Stadium,Bridge Road,"Impington, Cambridgeshire",England,3750,52.240271,0.112935
5236,Reachfields Stadium,Fort Road,"Hythe, Kent",England,3000,51.0693723,1.0727579
5237,New Manor Ground,Awsworth Road,"Ilkeston, Derbyshire",England,3500,52.9839996,-1.3000047
20873,The Westmoreland Flooring Stadium,Parkside Road,"Kendal, Cumbria",England,2400,54.3223581,-2.7271297
5239,The Plain Ham Ground,Larkhall,"Bath, Somerset",England,1000,51.3966581,-2.3471766
21321,F. Ball Community Stadium,Macclesfield Road,"Leek, Staffordshire",England,3600,53.1103818,-2.0399414
5241,Greenfields Sports Ground,Greenfields Lane,"Market Drayton, Shropshire",England,1000,52.9085437,-2.494197
21967,Oakfield Stadium,Snowberry Lane,"Melksham, Wiltshire",England,1000,51.366755,-2.1276049
12460,Red Industries Lyme Valley Stadium,"Buckmaster Avenue, Clayton","Newcastle-under-Lyme, Staffordshire",England,4000,52.9997203,-2.218762
21968,Skyline Roofing Stadium,"Chestnut Avenue, Northwood, Hillingdon",London,England,3075,51.6034851,-0.4178941
10622,Athletic Field,"Winterfield Road, Paulton","Paulton, Somerset",England,2200,51.3024987,-2.4977571
5246,Phoenix Sports FC Ground,Mayplace Road East,"Bexleyheath, Kent",England,1000,51.4590477,0.1568028
5247,Mill Lane,Mill Lane,"Pickering, North Yorkshire",England,2000,54.2399752,-0.7805286
21969,The Hunters Stadium,Skinner Lane,"Pontefract, West Yorkshire",England,1429,53.6952283,-1.3110057
12283,The Bourne Stadium,192A Seal Road,"Sevenoaks, Kent",England,1000,51.2886581,0.1945012
10623,Woodstock Park,Broadoak Road,"Sittingbourne, Kent",England,1200,51.3490096,0.762083
5251,King George's Field,"Whitehall Lane, South Park","Reigate, Surrey",England,700,51.2227184,-0.2149355
5252,Bracken Moor,Bracken Moor Lane,"Stocksbridge, South Yorkshire",England,3500,53.4769834,-1.5879878
5253,Central Ground,Coles Lane,"Sutton Coldfield, West Midlands",England,2000,52.5572947,-1.8191742
5254,Waterside Park,Chamberhouse Mill Lane,"Thatcham, Berkshire",England,1500,51.3913762,-1.2423924
5255,Chadfields,St. Chads Road,"Tilbury, Essex",England,4000,51.4701508,0.363317
20130,Tooting & Mitcham Community Sports Club,Bishopsford Road,"Morden, Surrey",England,3500,51.3908779,-0.1780849
5257,Honeycroft,"Horton Road, West Drayton",London,England,3770,51.5110784,-0.4606787
5258,The Oakwood,Old Road,"Crayford, Kent",England,1400,51.4540529,0.1741191
5259,Capershotts,Sewardstone,"Waltham Abbey, Essex",England,3500,51.6651725,-0.0088321
5260,Alfredian Park,,"Wantage, Oxfordshire",England,1500,51.5878072,-1.4249258
5261,Woking Park,Westfield,"Woking, Surrey",England,1000,51.3103406,-0.5570385
5262,Church Road,Church Road,"Whyteleafe, Surrey",England,2000,51.3049512,-0.0810556
5263,The Stan Robinson Stadium,Silver Street,"Willand, Devon",England,1000,50.89303,-3.3679518
5264,Simarco Stadium,Spa Road,"Witham, Essex",England,2500,51.8018216,0.6278978
5265,Borough Park,New Bridge Road,"Workington, Cumbria",England,3101,54.6487596,-3.5510962
19723,Windsor Foodservice Stadium,Babbage Way / Sandy Lane,"Worksop, Nottinghamshire",England,3200,,
10624,Leading Drove,Leading Drove,"Yaxley, Cambridgeshire",England,1500,52.5097562,-0.2569658
5477,Creasey Park Community Football Centre,Creasey Park Drive,"Dunstable, Bedfordshire",England,3200,51.8923999,-0.5392239
5478,Hillgrounds Leisure,"Hillgrounds Leisure, Hillgrounds Road","Kempston, Bedfordshire",England,2000,,
10625,Snows Stadium,Salisbury Road,"Totton, Hampshire",England,3500,50.923158,-1.4962721
5480,The Robert Parker Stadium,Short Lane,"Stanwell, Surrey",England,2550,51.4496334,-0.4638033
5481,Sharpenhoe Road,Sharpenhoe Road,"Barton-Le-Clay, Bedfordshire",England,4000,51.9655557,-0.4303179
19956,Charters Community Stadium,Hillier Way,"Winchester, Hampshire",England,4500,51.0707186,-1.3096892
5483,The New Eyrie,Meadow Lane,"Cardington, Bedfordshire",England,4000,52.1294828,-0.4128041
21322,Raygar Stadium,Bridge Street,"Belper, Derbyshire",England,2650,53.0276585,-1.4855634
19957,The SB Stadium,2 Old Forge End,"Sandhurst, Berkshire",England,1950,51.3432178,-0.7959023
5487,The Yorkshire Payments Stadium,St Giles Road,"Brighouse, West Yorkshire",England,800,,
5488,The Creek,Portway,Bristol,England,2000,51.4815538,-2.650714
18813,Atalian Servest Stadium,Cotton Lane,"Bury St Edmunds, Suffolk",England,3500,52.2490641,0.7175701
22013,The Steves Taxis Stadium,Park Lane,"Canvey Island, Essex",England,4308,51.5178138,0.6154589
10615,Bill Stokeld Stadium,"Stoke Lane, Gedling, Carlton","Nottingham, East Midlands",England,600,52.9710071,-1.0623298
5492,Mill Meadow,Gravel Hill,"Chalfont St Peter, Buckinghamshire",England,1500,51.6152936,-0.5502646
5493,The Scholars Ground,"Church Street, Chasetown","Burntwood, Staffordshire",England,2000,52.6702567,-1.9380367
5494,Alwyns Lane Football Ground,Alwyns Lane,"Chertsey, Surrey",England,2500,51.3930287,-0.5063338
5495,Oaklands Park,Oaklands Way,"Chichester, West Sussex",England,2000,50.8426765,-0.7753862
5496,The Corinium Stadium,Kingshill Lane,"Cirencester, Gloucestershire",England,4500,51.711821,-1.9452911
21970,DCBL Stadium,Lowerhouse Lane,"Widnes, Cheshire",England,13350,53.3621317,-2.7415665
12045,The myenergi Stadium,Clee Road,"Grimsby, Lincolnshire",England,1000,53.5565758,-0.0489825
21971,The Loom Loft Stadium,off Pendle Road,"Clitheroe, Lancashire",England,2000,53.8502215,-2.3400206
5500,West Street,West Street,"Coggeshall, Essex",England,1000,51.8703755,0.6805101
5501,Pack Meadow,Packington Lane,"Coleshill, Warwickshire",England,2070,52.4780461,-1.6952952
21323,Haffners Stadium,"Holt House, Harrison Drive","Colne, Lancashire",England,1800,,
20432,The Artic Stadium,"Middle Park Avenue, Eltham",London,England,1000,51.4472936,0.0379347
5504,Communications Park,Browns Road,"Daventry, Northamptonshire",England,5000,52.257246,-1.1896145
5505,Aldiss Park,,"Dereham, Norfolk",England,3000,52.6802052,0.9386329
5506,UTS Stadium,"Wellington Road, Dunston","Gateshead, Tyne and Wear",England,2500,54.9558611,-1.6445162
5507,The Spiers & Hartwell Jubilee Stadium,Cheltenham Road,"Evesham, Worcestershire",England,2000,52.0786417,-1.952399
10626,Salters Lane,Salters Lane,"Faversham, Kent",England,2000,51.3068848,0.8940787
20875,AGL Arena,Dellwood Avenue,"Felixstowe, Suffolk",England,2000,51.9697518,1.3559589
5510,Westfield Lane Stadium,Westfield Lane,"South Elmsall, West Yorkshire",England,2087,53.5911589,-1.2937234
5511,The Grove,Old Hawne Lane,"Halesowen, West Midlands",England,5000,52.4538788,-2.05762
5512,The Powerday Stadium,"Perivale, Borough of Ealing",London,England,2000,51.5364952,-0.3225887
11678,McCulloch's Stadium,Roydon Road / Off Elizabeth Way,"Harlow, Essex",England,3500,,
5514,Hanbury Park,3 Allen Road,Haywards Heath,England,5000,51.000483,-0.0901608
5515,Hertingfordbury Park,West Street,"Hertford, Hertfordshire",England,6500,51.7917031,-0.0883369
5516,Lower Road,Lower Road,Hullbridge,England,1000,51.6172278,0.6092727
5517,Yarnton Road,Yarnton Road,"Kidlington, Oxfordshire",England,1500,51.8164615,-1.2917515
